timestamp,filename,simulation,replica,pos_threshold,neg_threshold,load_time_ms,render_time_ms,avg_fps,memory_heap_mb,visible_points
2026-04-17T20:12:05.658Z,dccm_data_800.bin,asp294his_lig,Rep_2,0.75,0.75,25.70,13.40,60.0,315.37, 21444
2026-04-17T20:12:27.172Z,dccm_data_1600.bin,asp294his_lig,Rep_2,0.35,0.35,13.50,1497.00,57.5,315.76, 97898
2026-04-17T20:12:45.682Z,dccm_data_1600.bin,asp294his_lig,Rep_2,0.5,0.5,13.50,19.90,60.0,288.95, 44074
2026-04-17T20:13:05.692Z,dccm_data_1600.bin,asp294his_lig,Rep_2,0.75,0.75,13.50,9.50,60.0,295.80, 12360
2026-04-17T20:13:33.750Z,dccm_data_25.bin,asp294his_lig,Rep_3,0.35,0.35,289.40,7766.20,17.6,1587.39, 5113124
2026-04-17T20:13:46.515Z,dccm_data_25.bin,asp294his_lig,Rep_3,0.5,0.5,289.40,781.40,37.1,1588.37, 2164804
2026-04-17T20:14:06.963Z,dccm_data_25.bin,asp294his_lig,Rep_3,0.75,0.75,289.40,364.70,58.3,1331.65, 632428
2026-04-17T20:14:32.085Z,dccm_data_50.bin,asp294his_lig,Rep_3,0.35,0.35,557.70,4552.50,27.6,982.38, 2616374
2026-04-17T20:14:47.456Z,dccm_data_50.bin,asp294his_lig,Rep_3,0.5,0.5,557.70,423.30,46.4,987.99, 1226176
2026-04-17T20:15:07.640Z,dccm_data_50.bin,asp294his_lig,Rep_3,0.75,0.75,557.70,176.00,59.6,796.56, 367636
2026-04-17T20:15:30.821Z,dccm_data_100.bin,asp294his_lig,Rep_3,0.35,0.35,179.90,2996.30,42.9,683.39, 1389202
2026-04-17T20:15:47.905Z,dccm_data_100.bin,asp294his_lig,Rep_3,0.5,0.5,179.90,227.00,58.6,637.55, 690572
2026-04-17T20:16:08.012Z,dccm_data_100.bin,asp294his_lig,Rep_3,0.75,0.75,179.90,98.20,59.8,545.04, 212258
2026-04-17T20:16:30.410Z,dccm_data_200.bin,asp294his_lig,Rep_3,0.35,0.35,162.60,2232.00,56.9,466.16, 731352
2026-04-17T20:16:48.150Z,dccm_data_200.bin,asp294his_lig,Rep_3,0.5,0.5,162.60,121.40,59.7,445.57, 380966
2026-04-17T20:17:08.214Z,dccm_data_200.bin,asp294his_lig,Rep_3,0.75,0.75,162.60,59.10,59.9,410.43, 129760
2026-04-17T20:17:30.075Z,dccm_data_400.bin,asp294his_lig,Rep_3,0.35,0.35,59.50,1796.50,56.7,361.85, 413162
2026-04-17T20:17:48.289Z,dccm_data_400.bin,asp294his_lig,Rep_3,0.5,0.5,59.50,68.30,59.8,385.55, 226242
2026-04-17T20:18:08.327Z,dccm_data_400.bin,asp294his_lig,Rep_3,0.75,0.75,59.50,36.80,60.0,364.71, 87258
2026-04-17T20:18:29.918Z,dccm_data_800.bin,asp294his_lig,Rep_3,0.35,0.35,16.90,1569.50,57.5,353.97, 211784
2026-04-17T20:18:48.370Z,dccm_data_800.bin,asp294his_lig,Rep_3,0.5,0.5,16.90,37.30,60.0,333.72, 113838
